ward,precinct,registered,polling,absentee,provisional,house,total
18,05,922,263,44,0,0,307
18,06,926,242,29,0,0,271
19,01,1009,349,15,0,0,364
19,02,57,2,1,0,0,3
19,03,290,108,7,0,0,115
19,04,647,273,6,1,0,280
19,05,1340,242,22,0,0,264
19,06,753,199,13,0,0,212
19,07,152,50,11,0,0,61
19,08,618,152,31,1,0,184
19,09,517,107,15,0,0,122
20,01,1082,224,7,0,0,231
20,02,571,155,5,2,0,162
20,03,1164,302,9,0,0,311
20,04,662,165,5,0,0,170
20,05,1088,262,11,0,0,273
20,06,251,41,3,0,0,44
20,07,305,81,8,0,0,89
21,01,630,141,19,0,0,160
21,02,908,298,15,0,0,313
21,03,870,227,14,0,0,241
21,04,945,311,34,0,0,345
21,05,809,218,15,5,0,238
21,06,887,302,16,1,0,319
21,07,561,155,9,0,0,164
21,08,727,237,12,0,0,249
21,09,904,265,25,0,0,290
22,01,505,126,4,0,0,130
22,02,1166,268,20,0,1,289
22,03,1134,315,29,1,0,345
22,04,796,210,35,1,0,246
22,05,735,185,13,0,0,198
22,06,1144,336,14,0,0,350
22,07,521,105,5,0,0,110
22,08,187,43,4,0,0,47
23,01,1426,537,15,0,0,552
23,02,1114,419,29,0,0,448
23,03,736,316,11,0,0,327
23,04,1069,432,18,0,0,450
23,05,861,355,14,0,0,369
23,06,837,329,11,1,0,341
23,07,830,306,19,0,0,325
23,08,839,333,9,0,0,342
23,09,261,99,6,0,0,105
24,01,963,351,14,0,0,365
24,02,690,252,6,1,0,259
24,03,826,264,15,0,0,279
24,04,1060,391,10,0,0,401
24,05,1093,369,17,0,0,386
24,06,1058,420,12,0,0,432
24,07,983,334,15,1,0,350
24,08,314,106,5,0,0,111
25,01,1225,313,15,0,0,328
25,02,1382,388,17,0,0,405
25,03,720,168,4,0,0,172
25,04,1363,359,11,1,0,371
25,05,537,112,2,0,0,114
25,06,27,2,0,0,0,2
26,01,755,287,12,0,0,299
26,02,642,195,16,0,0,211
26,03,1652,561,26,0,1,588
26,04,1212,368,48,0,0,416
26,05,1023,348,14,0,0,362
26,06,957,317,51,0,0,368
27,01,1175,387,23,0,0,410
27,02,830,213,10,0,0,223
27,03,1072,291,12,0,0,303
27,04,950,202,13,0,0,215
27,05,676,175,18,0,0,193
27,06,1202,298,18,2,0,318
27,07,1095,414,32,0,0,446
27,08,683,225,16,0,0,241
28,01,575,252,15,1,0,268
28,02,493,200,18,0,0,218
28,04,526,223,14,0,0,237
28,05,927,330,15,0,0,345
28,06,794,351,16,1,0,368
28,07,597,241,10,2,0,253
28,08,982,368,28,0,0,396
28,09,443,183,9,0,0,192
28,10,966,423,33,1,0,457
