date,ward,precinct,race,type,candidate,votes
2016-11-08,01,05,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,01,05,PRESIDENT,Total,CLINTON/KAINE,633
2016-11-08,01,05,PRESIDENT,Total,TRUMP/PENCE,7
2016-11-08,01,05,PRESIDENT,Total,JOHNSON/WELD,6
2016-11-08,01,06,PRESIDENT,Polling,CLINTON/KAINE,657
2016-11-08,01,06,PRESIDENT,Polling,TRUMP/PENCE,11
2016-11-08,01,06,PRESIDENT,Polling,JOHNSON/WELD,2
2016-11-08,01,06,PRESIDENT,ABSENTEE,CLINTON/KAINE,106
2016-11-08,01,06,PRESIDENT,ABSENTEE,TRUMP/PENCE,12
2016-11-08,01,06,PRESIDENT,ABSENTEE,JOHNSON/WELD,1
2016-11-08,01,06,PRESIDENT,PROVISIONAL,CLINTON/KAINE,4
2016-11-08,01,06,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,01,06,PRESIDENT,PROVISIONAL,JOHNSON/WELD,1
2016-11-08,01,06,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,0
2016-11-08,01,06,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,01,06,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,01,06,PRESIDENT,Total,CLINTON/KAINE,767
2016-11-08,01,06,PRESIDENT,Total,TRUMP/PENCE,23
2016-11-08,01,06,PRESIDENT,Total,JOHNSON/WELD,4
2016-11-08,01,07,PRESIDENT,Polling,CLINTON/KAINE,77
2016-11-08,01,07,PRESIDENT,Polling,TRUMP/PENCE,2
2016-11-08,01,07,PRESIDENT,Polling,JOHNSON/WELD,0
2016-11-08,01,07,PRESIDENT,ABSENTEE,CLINTON/KAINE,7
2016-11-08,01,07,PRESIDENT,ABSENTEE,TRUMP/PENCE,0
2016-11-08,01,07,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,01,07,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,01,07,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,01,07,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,01,07,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,0
2016-11-08,01,07,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,01,07,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,01,07,PRESIDENT,Total,CLINTON/KAINE,84
2016-11-08,01,07,PRESIDENT,Total,TRUMP/PENCE,2
2016-11-08,01,07,PRESIDENT,Total,JOHNSON/WELD,0
2016-11-08,02,01,PRESIDENT,Polling,CLINTON/KAINE,115
2016-11-08,02,01,PRESIDENT,Polling,TRUMP/PENCE,6
2016-11-08,02,01,PRESIDENT,Polling,JOHNSON/WELD,0
2016-11-08,02,01,PRESIDENT,ABSENTEE,CLINTON/KAINE,9
2016-11-08,02,01,PRESIDENT,ABSENTEE,TRUMP/PENCE,2
2016-11-08,02,01,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,02,01,PRESIDENT,PROVISIONAL,CLINTON/KAINE,1
2016-11-08,02,01,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,02,01,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,02,01,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,0
2016-11-08,02,01,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,02,01,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,02,01,PRESIDENT,Total,CLINTON/KAINE,125
2016-11-08,02,01,PRESIDENT,Total,TRUMP/PENCE,8
2016-11-08,02,01,PRESIDENT,Total,JOHNSON/WELD,0
2016-11-08,02,02,PRESIDENT,Polling,CLINTON/KAINE,108
2016-11-08,02,02,PRESIDENT,Polling,TRUMP/PENCE,2
2016-11-08,02,02,PRESIDENT,Polling,JOHNSON/WELD,1
2016-11-08,02,02,PRESIDENT,ABSENTEE,CLINTON/KAINE,5
2016-11-08,02,02,PRESIDENT,ABSENTEE,TRUMP/PENCE,1
2016-11-08,02,02,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,02,02,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,02,02,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,02,02,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,02,02,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,0
2016-11-08,02,02,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,02,02,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,02,02,PRESIDENT,Total,CLINTON/KAINE,113
2016-11-08,02,02,PRESIDENT,Total,TRUMP/PENCE,3
2016-11-08,02,02,PRESIDENT,Total,JOHNSON/WELD,1
2016-11-08,02,03,PRESIDENT,Polling,CLINTON/KAINE,568
2016-11-08,02,03,PRESIDENT,Polling,TRUMP/PENCE,36
2016-11-08,02,03,PRESIDENT,Polling,JOHNSON/WELD,4
2016-11-08,02,03,PRESIDENT,ABSENTEE,CLINTON/KAINE,54
2016-11-08,02,03,PRESIDENT,ABSENTEE,TRUMP/PENCE,4
2016-11-08,02,03,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,02,03,PRESIDENT,PROVISIONAL,CLINTON/KAINE,1
2016-11-08,02,03,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,02,03,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,02,03,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,0
2016-11-08,02,03,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,02,03,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,02,03,PRESIDENT,Total,CLINTON/KAINE,623
2016-11-08,02,03,PRESIDENT,Total,TRUMP/PENCE,40
2016-11-08,02,03,PRESIDENT,Total,JOHNSON/WELD,4
2016-11-08,02,04,PRESIDENT,Polling,CLINTON/KAINE,355
2016-11-08,02,04,PRESIDENT,Polling,TRUMP/PENCE,12
2016-11-08,02,04,PRESIDENT,Polling,JOHNSON/WELD,3
2016-11-08,02,04,PRESIDENT,ABSENTEE,CLINTON/KAINE,30
2016-11-08,02,04,PRESIDENT,ABSENTEE,TRUMP/PENCE,2
2016-11-08,02,04,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,02,04,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,02,04,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,02,04,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,02,04,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,0
2016-11-08,02,04,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,02,04,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,02,04,PRESIDENT,Total,CLINTON/KAINE,385
2016-11-08,02,04,PRESIDENT,Total,TRUMP/PENCE,14
2016-11-08,02,04,PRESIDENT,Total,JOHNSON/WELD,3
2016-11-08,02,05,PRESIDENT,Polling,CLINTON/KAINE,647
2016-11-08,02,05,PRESIDENT,Polling,TRUMP/PENCE,8
2016-11-08,02,05,PRESIDENT,Polling,JOHNSON/WELD,6
2016-11-08,02,05,PRESIDENT,ABSENTEE,CLINTON/KAINE,95
2016-11-08,02,05,PRESIDENT,ABSENTEE,TRUMP/PENCE,2
2016-11-08,02,05,PRESIDENT,ABSENTEE,JOHNSON/WELD,1
2016-11-08,02,05,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,02,05,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,02,05,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,02,05,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,0
2016-11-08,02,05,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,02,05,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,02,05,PRESIDENT,Total,CLINTON/KAINE,742
2016-11-08,02,05,PRESIDENT,Total,TRUMP/PENCE,10
2016-11-08,02,05,PRESIDENT,Total,JOHNSON/WELD,7
2016-11-08,02,06,PRESIDENT,Polling,CLINTON/KAINE,2
2016-11-08,02,06,PRESIDENT,Polling,TRUMP/PENCE,0
2016-11-08,02,06,PRESIDENT,Polling,JOHNSON/WELD,0
2016-11-08,02,06,PRESIDENT,ABSENTEE,CLINTON/KAINE,2
2016-11-08,02,06,PRESIDENT,ABSENTEE,TRUMP/PENCE,0
2016-11-08,02,06,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,02,06,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,02,06,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,02,06,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,02,06,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,0
2016-11-08,02,06,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,02,06,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,02,06,PRESIDENT,Total,CLINTON/KAINE,4
2016-11-08,02,06,PRESIDENT,Total,TRUMP/PENCE,0
2016-11-08,02,06,PRESIDENT,Total,JOHNSON/WELD,0
2016-11-08,02,07,PRESIDENT,Polling,CLINTON/KAINE,581
2016-11-08,02,07,PRESIDENT,Polling,TRUMP/PENCE,8
2016-11-08,02,07,PRESIDENT,Polling,JOHNSON/WELD,3
2016-11-08,02,07,PRESIDENT,ABSENTEE,CLINTON/KAINE,99
2016-11-08,02,07,PRESIDENT,ABSENTEE,TRUMP/PENCE,2
2016-11-08,02,07,PRESIDENT,ABSENTEE,JOHNSON/WELD,2
