date,ward,precinct,registered,polling,absentee,provisional,house,total
2016-04-05,09,03,749,243,4,0,0,247
2016-04-05,09,04,529,169,7,0,0,176
2016-04-05,09,05,678,211,3,0,0,214
2016-04-05,09,06,821,134,6,0,0,140
2016-04-05,09,07,65,5,0,0,0,5
2016-04-05,09,08,353,87,1,0,0,88
2016-04-05,09,09,299,101,8,0,0,109
2016-04-05,10,01,1136,348,19,0,0,367
2016-04-05,10,02,974,333,16,0,0,349
2016-04-05,10,03,899,262,11,0,0,273
2016-04-05,10,04,1036,297,7,0,0,304
2016-04-05,10,05,984,202,3,0,0,205
2016-04-05,10,06,184,58,3,0,0,61
2016-04-05,10,07,1015,224,4,0,0,228
2016-04-05,10,09,37,3,1,0,0,4
2016-04-05,10,10,137,43,0,0,0,43
2016-04-05,11,01,698,134,11,0,0,145
2016-04-05,11,02,1030,372,19,0,0,391
2016-04-05,11,03,687,94,11,0,0,105
2016-04-05,11,04,1107,259,26,0,0,285
2016-04-05,11,05,1081,236,23,0,0,259
2016-04-05,11,06,960,220,9,0,0,229
2016-04-05,12,01,676,205,6,0,0,211
2016-04-05,12,02,1468,476,31,0,0,507
2016-04-05,12,03,740,250,5,0,0,255
2016-04-05,12,04,1256,439,20,0,0,459
2016-04-05,12,05,1480,542,21,0,0,563
2016-04-05,12,06,1502,427,42,0,0,469
2016-04-05,12,08,77,16,0,0,0,16
2016-04-05,12,09,46,18,0,0,0,18
2016-04-05,13,01,1646,399,34,0,0,433
2016-04-05,13,02,1403,467,25,0,0,492
2016-04-05,13,03,1032,202,9,0,0,211
2016-04-05,13,04,1189,438,7,0,0,445
2016-04-05,13,06,1148,253,16,0,0,269
2016-04-05,13,07,66,6,0,0,0,6
2016-04-05,14,01,842,300,11,0,0,311
2016-04-05,14,02,757,166,10,0,0,176
2016-04-05,14,03,906,249,18,0,0,267
2016-04-05,14,04,1167,370,7,0,0,377
2016-04-05,14,05,539,97,8,0,0,105
2016-04-05,14,06,962,242,7,0,0,249
2016-04-05,14,07,87,33,2,0,0,35
2016-04-05,14,08,51,16,0,0,0,16
2016-04-05,14,09,321,53,9,0,0,62
2016-04-05,15,01,1082,392,7,0,0,399
2016-04-05,15,02,1293,536,13,0,0,549
2016-04-05,15,03,1495,489,18,0,0,507
2016-04-05,15,04,849,140,2,0,0,142
2016-04-05,15,05,1151,318,21,0,0,339
2016-04-05,15,06,639,125,3,0,0,128
2016-04-05,15,07,4,1,0,0,0,1
2016-04-05,16,01,1012,349,25,0,0,374
2016-04-05,16,02,1144,450,28,0,0,478
2016-04-05,16,03,1100,448,18,0,0,466
2016-04-05,16,04,1120,480,22,0,0,502
2016-04-05,16,05,1104,347,16,0,0,363
2016-04-05,16,06,915,390,17,0,0,407
2016-04-05,16,07,936,351,24,0,0,375
2016-04-05,16,08,448,125,5,0,0,130
2016-04-05,17,01,562,115,5,0,0,120
2016-04-05,17,02,478,99,7,0,0,106
2016-04-05,17,03,51,16,2,0,0,18
2016-04-05,17,04,1013,196,13,0,0,209
2016-04-05,17,05,1560,494,29,0,0,523
2016-04-05,17,06,1209,282,19,0,0,301
2016-04-05,17,07,25,2,0,0,0,2
2016-04-05,17,08,928,230,12,0,0,242
2016-04-05,18,01,1248,320,57,0,0,377
2016-04-05,18,02,924,185,14,0,0,199
2016-04-05,18,03,223,37,1,0,0,38
2016-04-05,18,04,887,202,8,0,0,210
2016-04-05,18,05,827,176,24,0,0,200
2016-04-05,18,06,885,150,24,0,0,174
2016-04-05,19,01,975,220,12,0,0,232
2016-04-05,19,02,49,10,1,0,0,11
2016-04-05,19,03,279,73,3,0,0,76
2016-04-05,19,04,642,191,9,0,0,200
2016-04-05,19,05,712,60,17,0,0,77
2016-04-05,19,06,752,168,22,0,0,190
2016-04-05,19,07,151,34,6,0,0,40
2016-04-05,19,08,529,87,11,0,0,98
2016-04-05,19,09,504,76,17,0,0,93
2016-04-05,20,01,976,121,7,0,0,128
2016-04-05,20,02,526,95,4,0,0,99
2016-04-05,20,03,1139,197,10,0,0,207
2016-04-05,20,04,628,112,3,0,0,115
2016-04-05,20,05,1063,201,9,0,0,210
2016-04-05,20,06,181,32,4,0,0,36
2016-04-05,20,07,312,53,9,0,0,62
2016-04-05,21,01,559,105,9,0,0,114
2016-04-05,21,02,837,174,20,0,0,194
2016-04-05,21,03,816,125,17,0,0,142
2016-04-05,21,04,887,180,23,0,0,203
2016-04-05,21,05,710,136,12,0,0,148
2016-04-05,21,06,818,178,16,0,0,194
2016-04-05,21,07,503,116,8,0,0,124
2016-04-05,21,08,679,137,16,0,0,153
2016-04-05,21,09,807,168,16,0,0,184
2016-04-05,22,01,445,82,3,0,0,85
2016-04-05,22,02,981,145,22,0,0,167
2016-04-05,22,03,1046,189,18,0,0,207
2016-04-05,22,04,767,148,36,0,0,184
2016-04-05,22,05,728,120,11,0,0,131
2016-04-05,22,06,1056,194,21,0,0,215
2016-04-05,22,07,459,62,4,0,0,66
2016-04-05,22,08,170,29,3,0,0,32
2016-04-05,23,01,1413,483,12,0,0,495
2016-04-05,23,02,1118,398,20,0,0,418
2016-04-05,23,03,733,269,7,0,0,276
2016-04-05,23,04,1074,396,11,0,0,407
2016-04-05,23,05,841,344,12,0,0,356
2016-04-05,23,06,837,298,11,0,0,309
2016-04-05,23,07,829,293,19,0,0,312
2016-04-05,23,08,806,301,9,0,0,310
2016-04-05,23,09,251,84,3,0,0,87
2016-04-05,24,01,984,320,13,0,0,333
2016-04-05,24,02,677,203,9,0,0,212
2016-04-05,24,03,794,193,10,0,0,203
2016-04-05,24,04,1030,323,14,0,0,337
2016-04-05,24,05,1029,283,9,0,0,292
2016-04-05,24,06,1061,339,5,0,0,344
2016-04-05,24,07,943,267,8,0,0,275
2016-04-05,24,08,314,85,3,0,0,88
2016-04-05,25,01,1154,223,12,0,1,236
2016-04-05,25,02,1299,270,15,0,0,285
2016-04-05,25,03,742,119,2,0,0,121
2016-04-05,25,04,1289,228,11,0,0,239
2016-04-05,25,05,501,81,4,0,0,85
2016-04-05,25,06,15,0,0,0,0,0
2016-04-05,26,01,742,177,9,0,0,186
2016-04-05,26,02,610,121,15,0,0,136
2016-04-05,26,03,1646,411,24,0,0,435
2016-04-05,26,04,1203,273,55,0,0,328
2016-04-05,26,05,986,219,9,0,0,228
2016-04-05,26,06,921,204,25,0,0,229
2016-04-05,27,01,1086,238,23,0,0,261
2016-04-05,27,02,785,101,6,0,0,107
2016-04-05,27,03,971,156,8,0,0,164
2016-04-05,27,04,787,90,10,0,0,100
2016-04-05,27,05,661,98,22,0,0,120
2016-04-05,27,06,1142,165,16,0,0,181
2016-04-05,27,07,1035,267,23,0,0,290
2016-04-05,27,08,628,141,18,0,0,159
2016-04-05,28,01,564,219,14,0,0,233
2016-04-05,28,02,449,176,7,0,0,183
2016-04-05,28,04,502,187,13,0,0,200
2016-04-05,28,05,890,232,13,0,0,245
2016-04-05,28,06,754,282,9,0,0,291
2016-04-05,28,07,578,208,6,0,0,214
2016-04-05,28,08,998,304,15,0,0,319
2016-04-05,28,09,432,152,6,0,0,158
2016-04-05,28,10,948,388,19,0,0,407
