date,ward,precinct,race,type,candidate,votes
2015-03-03,03,02,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,03,02,PRES OF BOA DEM,Total,LEWIS REED,47
2015-03-03,03,02,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,7
2015-03-03,03,03,PRES OF BOA DEM,Polling,LEWIS REED,23
2015-03-03,03,03,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,1
2015-03-03,03,03,PRES OF BOA DEM,ABSENTEE,LEWIS REED,7
2015-03-03,03,03,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,1
2015-03-03,03,03,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,03,03,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,03,03,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,03,03,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,03,03,PRES OF BOA DEM,Total,LEWIS REED,30
2015-03-03,03,03,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,2
2015-03-03,03,04,PRES OF BOA DEM,Polling,LEWIS REED,16
2015-03-03,03,04,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,3
2015-03-03,03,04,PRES OF BOA DEM,ABSENTEE,LEWIS REED,3
2015-03-03,03,04,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,0
2015-03-03,03,04,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,03,04,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,03,04,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,03,04,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,03,04,PRES OF BOA DEM,Total,LEWIS REED,19
2015-03-03,03,04,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,3
2015-03-03,03,05,PRES OF BOA DEM,Polling,LEWIS REED,14
2015-03-03,03,05,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,3
2015-03-03,03,05,PRES OF BOA DEM,ABSENTEE,LEWIS REED,6
2015-03-03,03,05,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,2
2015-03-03,03,05,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,03,05,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,03,05,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,03,05,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,03,05,PRES OF BOA DEM,Total,LEWIS REED,20
2015-03-03,03,05,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,5
2015-03-03,03,06,PRES OF BOA DEM,Polling,LEWIS REED,29
2015-03-03,03,06,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,0
2015-03-03,03,06,PRES OF BOA DEM,ABSENTEE,LEWIS REED,7
2015-03-03,03,06,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,1
2015-03-03,03,06,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,03,06,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,03,06,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,03,06,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,03,06,PRES OF BOA DEM,Total,LEWIS REED,36
2015-03-03,03,06,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,1
2015-03-03,03,07,PRES OF BOA DEM,Polling,LEWIS REED,31
2015-03-03,03,07,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,3
2015-03-03,03,07,PRES OF BOA DEM,ABSENTEE,LEWIS REED,3
2015-03-03,03,07,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,0
2015-03-03,03,07,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,03,07,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,03,07,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,03,07,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,03,07,PRES OF BOA DEM,Total,LEWIS REED,34
2015-03-03,03,07,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,3
2015-03-03,03,08,PRES OF BOA DEM,Polling,LEWIS REED,11
2015-03-03,03,08,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,4
2015-03-03,03,08,PRES OF BOA DEM,ABSENTEE,LEWIS REED,8
2015-03-03,03,08,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,0
2015-03-03,03,08,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,03,08,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,03,08,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,03,08,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,03,08,PRES OF BOA DEM,Total,LEWIS REED,19
2015-03-03,03,08,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,4
2015-03-03,03,09,PRES OF BOA DEM,Polling,LEWIS REED,6
2015-03-03,03,09,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,4
2015-03-03,03,09,PRES OF BOA DEM,ABSENTEE,LEWIS REED,9
2015-03-03,03,09,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,2
2015-03-03,03,09,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,03,09,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,03,09,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,03,09,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,03,09,PRES OF BOA DEM,Total,LEWIS REED,15
2015-03-03,03,09,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,6
2015-03-03,04,01,PRES OF BOA DEM,Polling,LEWIS REED,74
2015-03-03,04,01,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,12
2015-03-03,04,01,PRES OF BOA DEM,ABSENTEE,LEWIS REED,26
2015-03-03,04,01,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,5
2015-03-03,04,01,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,04,01,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,04,01,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,04,01,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,04,01,PRES OF BOA DEM,Total,LEWIS REED,100
2015-03-03,04,01,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,17
2015-03-03,04,02,PRES OF BOA DEM,Polling,LEWIS REED,131
2015-03-03,04,02,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,10
2015-03-03,04,02,PRES OF BOA DEM,ABSENTEE,LEWIS REED,17
2015-03-03,04,02,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,1
2015-03-03,04,02,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,04,02,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,04,02,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,04,02,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,04,02,PRES OF BOA DEM,Total,LEWIS REED,148
2015-03-03,04,02,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,11
2015-03-03,04,03,PRES OF BOA DEM,Polling,LEWIS REED,56
2015-03-03,04,03,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,6
2015-03-03,04,03,PRES OF BOA DEM,ABSENTEE,LEWIS REED,6
2015-03-03,04,03,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,0
2015-03-03,04,03,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,04,03,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,04,03,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,04,03,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,04,03,PRES OF BOA DEM,Total,LEWIS REED,62
2015-03-03,04,03,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,6
2015-03-03,04,04,PRES OF BOA DEM,Polling,LEWIS REED,83
2015-03-03,04,04,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,6
2015-03-03,04,04,PRES OF BOA DEM,ABSENTEE,LEWIS REED,7
2015-03-03,04,04,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,1
2015-03-03,04,04,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,04,04,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,04,04,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,04,04,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,04,04,PRES OF BOA DEM,Total,LEWIS REED,90
2015-03-03,04,04,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,7
2015-03-03,04,05,PRES OF BOA DEM,Polling,LEWIS REED,64
2015-03-03,04,05,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,13
2015-03-03,04,05,PRES OF BOA DEM,ABSENTEE,LEWIS REED,7
2015-03-03,04,05,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,4
2015-03-03,04,05,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,04,05,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,04,05,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,04,05,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,04,05,PRES OF BOA DEM,Total,LEWIS REED,71
2015-03-03,04,05,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,17
2015-03-03,04,06,PRES OF BOA DEM,Polling,LEWIS REED,60
2015-03-03,04,06,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,5
2015-03-03,04,06,PRES OF BOA DEM,ABSENTEE,LEWIS REED,3
2015-03-03,04,06,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,0
2015-03-03,04,06,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,04,06,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,04,06,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,04,06,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,04,06,PRES OF BOA DEM,Total,LEWIS REED,63
2015-03-03,04,06,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,5
2015-03-03,04,07,PRES OF BOA DEM,Polling,LEWIS REED,79
2015-03-03,04,07,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,3
2015-03-03,04,07,PRES OF BOA DEM,ABSENTEE,LEWIS REED,14
2015-03-03,04,07,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,2
2015-03-03,04,07,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,04,07,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,04,07,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,04,07,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,04,07,PRES OF BOA DEM,Total,LEWIS REED,93
2015-03-03,04,07,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,5
2015-03-03,04,08,PRES OF BOA DEM,Polling,LEWIS REED,9
2015-03-03,04,08,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,2
2015-03-03,04,08,PRES OF BOA DEM,ABSENTEE,LEWIS REED,1
2015-03-03,04,08,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,1
2015-03-03,04,08,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
2015-03-03,04,08,PRES OF BOA DEM,PROVISIONAL,JIMMIE MATTHEWS,0
2015-03-03,04,08,PRES OF BOA DEM,HOUSE VOTES,LEWIS REED,0
2015-03-03,04,08,PRES OF BOA DEM,HOUSE VOTES,JIMMIE MATTHEWS,0
2015-03-03,04,08,PRES OF BOA DEM,Total,LEWIS REED,10
2015-03-03,04,08,PRES OF BOA DEM,Total,JIMMIE MATTHEWS,3
2015-03-03,04,09,PRES OF BOA DEM,Polling,LEWIS REED,7
2015-03-03,04,09,PRES OF BOA DEM,Polling,JIMMIE MATTHEWS,0
2015-03-03,04,09,PRES OF BOA DEM,ABSENTEE,LEWIS REED,1
2015-03-03,04,09,PRES OF BOA DEM,ABSENTEE,JIMMIE MATTHEWS,0
2015-03-03,04,09,PRES OF BOA DEM,PROVISIONAL,LEWIS REED,0
