date,ward,precinct,registered,polling,absentee,provisional,house,total
2016-11-08,11,03,782,443,17,0,0,460
2016-11-08,11,04,1199,754,50,1,0,805
2016-11-08,11,05,1218,690,89,1,1,781
2016-11-08,11,06,1029,615,47,0,0,662
2016-11-08,12,01,729,516,26,1,0,543
2016-11-08,12,02,1596,1124,79,0,0,1203
2016-11-08,12,03,809,572,40,0,0,612
2016-11-08,12,04,1352,999,66,0,0,1065
2016-11-08,12,05,1594,1204,77,1,0,1282
2016-11-08,12,06,1655,1146,95,1,0,1242
2016-11-08,12,08,83,56,2,0,0,58
2016-11-08,12,09,50,33,0,0,0,33
2016-11-08,13,01,1755,1121,69,1,0,1191
2016-11-08,13,02,1518,1121,88,2,0,1211
2016-11-08,13,03,1165,714,37,0,0,751
2016-11-08,13,04,1309,984,45,0,0,1029
2016-11-08,13,06,1252,757,44,0,0,801
2016-11-08,13,07,65,12,3,1,0,16
2016-11-08,14,01,959,744,47,0,0,791
2016-11-08,14,02,815,535,24,0,0,559
2016-11-08,14,03,1019,645,39,1,0,685
2016-11-08,14,04,1327,942,53,1,1,997
2016-11-08,14,05,599,315,20,0,0,335
2016-11-08,14,06,1031,644,27,1,0,672
2016-11-08,14,07,96,84,4,0,0,88
2016-11-08,14,08,55,23,0,0,1,24
2016-11-08,14,09,347,192,28,0,0,220
2016-11-08,15,01,1210,838,96,2,0,936
2016-11-08,15,02,1442,1057,100,10,0,1167
2016-11-08,15,03,1679,1243,78,3,0,1324
2016-11-08,15,04,929,510,20,0,0,530
2016-11-08,15,05,1288,832,61,0,0,893
2016-11-08,15,06,672,386,18,1,0,405
2016-11-08,15,07,4,1,1,0,0,2
2016-11-08,16,01,1110,861,69,1,0,931
2016-11-08,16,02,1228,927,111,1,0,1039
2016-11-08,16,03,1183,911,69,0,0,980
2016-11-08,16,04,1250,1011,91,1,0,1103
2016-11-08,16,05,1219,935,54,1,1,991
2016-11-08,16,06,981,800,84,0,0,884
2016-11-08,16,07,1021,792,72,2,1,867
2016-11-08,16,08,510,371,26,0,0,397
2016-11-08,17,01,660,357,28,0,0,385
2016-11-08,17,02,617,377,65,0,1,443
2016-11-08,17,03,61,78,3,4,0,85
2016-11-08,17,04,1168,693,124,2,0,819
2016-11-08,17,05,2085,1454,248,0,2,1704
2016-11-08,17,06,1459,831,122,0,0,953
2016-11-08,17,07,29,9,0,6,0,15
2016-11-08,17,08,1170,723,116,0,1,840
2016-11-08,18,01,1536,997,148,1,0,1146
2016-11-08,18,02,1040,605,61,1,2,669
2016-11-08,18,03,230,141,11,3,0,155
2016-11-08,18,04,949,548,42,2,1,593
2016-11-08,18,05,891,518,103,1,0,622
2016-11-08,18,06,972,544,63,0,0,607
2016-11-08,19,01,1119,727,66,1,1,795
2016-11-08,19,02,60,27,4,0,0,31
2016-11-08,19,03,334,209,15,3,0,227
2016-11-08,19,04,725,473,49,0,0,522
2016-11-08,19,05,1012,511,38,1,0,550
2016-11-08,19,06,859,523,88,1,0,612
2016-11-08,19,07,197,130,18,1,0,149
2016-11-08,19,08,606,345,59,0,0,404
2016-11-08,19,09,555,287,38,0,0,325
2016-11-08,20,01,1085,599,19,3,0,621
2016-11-08,20,02,602,367,18,0,0,385
2016-11-08,20,03,1280,748,25,2,0,775
2016-11-08,20,04,690,421,19,0,0,440
2016-11-08,20,05,1247,702,34,1,0,737
2016-11-08,20,06,219,123,7,1,0,131
2016-11-08,20,07,343,204,20,0,0,224
2016-11-08,21,01,598,324,33,0,0,357
2016-11-08,21,02,877,508,44,0,1,553
2016-11-08,21,03,826,418,54,0,0,472
2016-11-08,21,04,944,540,87,0,2,629
2016-11-08,21,05,731,415,40,0,0,455
2016-11-08,21,06,851,498,50,0,0,548
2016-11-08,21,07,536,316,26,0,0,342
2016-11-08,21,08,694,368,42,0,0,410
2016-11-08,21,09,845,478,47,1,1,527
2016-11-08,22,01,491,288,14,0,1,303
2016-11-08,22,02,1027,540,49,2,0,591
2016-11-08,22,03,1168,644,52,0,1,697
2016-11-08,22,04,822,471,52,1,0,524
2016-11-08,22,05,755,422,33,0,1,456
2016-11-08,22,06,1157,659,40,0,0,699
2016-11-08,22,07,473,253,11,0,0,264
2016-11-08,22,08,173,93,7,0,0,100
2016-11-08,23,01,1517,1099,70,0,0,1169
2016-11-08,23,02,1170,859,65,0,0,924
2016-11-08,23,03,773,597,41,0,0,638
2016-11-08,23,04,1177,879,58,1,0,938
2016-11-08,23,05,898,676,53,0,1,730
2016-11-08,23,06,904,675,24,0,1,700
2016-11-08,23,07,930,691,65,0,0,756
2016-11-08,23,08,896,678,41,0,1,720
2016-11-08,23,09,285,203,11,0,0,214
2016-11-08,24,01,1117,834,53,0,0,887
2016-11-08,24,02,756,538,41,0,0,579
2016-11-08,24,03,880,583,40,3,0,626
2016-11-08,24,04,1123,790,54,5,0,849
2016-11-08,24,05,1133,821,44,4,0,869
2016-11-08,24,06,1184,852,49,2,0,903
2016-11-08,24,07,1088,767,48,2,0,817
2016-11-08,24,08,356,253,20,0,0,273
2016-11-08,25,01,1316,732,49,2,0,783
2016-11-08,25,02,1385,824,54,0,0,878
2016-11-08,25,03,833,457,23,1,0,481
2016-11-08,25,04,1430,829,52,1,1,883
2016-11-08,25,05,541,342,15,0,0,357
2016-11-08,25,06,24,2,1,0,0,3
2016-11-08,26,01,804,538,47,0,0,585
2016-11-08,26,02,658,364,34,0,0,398
2016-11-08,26,03,1926,1218,149,0,1,1368
2016-11-08,26,04,1311,704,147,0,0,851
2016-11-08,26,05,1081,656,57,0,1,714
2016-11-08,26,06,1060,633,90,0,2,725
2016-11-08,27,01,1104,617,77,2,0,696
2016-11-08,27,02,815,446,16,3,0,465
2016-11-08,27,03,1009,560,25,2,1,588
2016-11-08,27,04,833,434,31,1,0,466
2016-11-08,27,05,674,371,35,0,0,406
2016-11-08,27,06,1202,545,49,0,0,594
2016-11-08,27,07,1082,717,93,0,0,810
2016-11-08,27,08,664,405,32,1,0,438
2016-11-08,28,01,707,498,64,0,0,562
2016-11-08,28,02,512,351,58,0,0,409
2016-11-08,28,04,583,405,71,0,1,477
2016-11-08,28,05,1098,667,87,1,0,755
2016-11-08,28,06,860,602,69,0,0,671
2016-11-08,28,07,672,476,60,0,0,536
2016-11-08,28,08,1197,800,122,0,0,922
2016-11-08,28,09,529,384,49,0,0,433
2016-11-08,28,10,1072,681,147,0,1,829
