date,ward,precinct,registered,polling,absentee,provisional,house,total
2014-11-04,22,03,1134,315,29,1,0,345
2014-11-04,22,04,796,210,35,1,0,246
2014-11-04,22,05,735,185,13,0,0,198
2014-11-04,22,06,1144,336,14,0,0,350
2014-11-04,22,07,521,105,5,0,0,110
2014-11-04,22,08,187,43,4,0,0,47
2014-11-04,23,01,1426,537,15,0,0,552
2014-11-04,23,02,1114,419,29,0,0,448
2014-11-04,23,03,736,316,11,0,0,327
2014-11-04,23,04,1069,432,18,0,0,450
2014-11-04,23,05,861,355,14,0,0,369
2014-11-04,23,06,837,329,11,1,0,341
2014-11-04,23,07,830,306,19,0,0,325
2014-11-04,23,08,839,333,9,0,0,342
2014-11-04,23,09,261,99,6,0,0,105
2014-11-04,24,01,963,351,14,0,0,365
2014-11-04,24,02,690,252,6,1,0,259
2014-11-04,24,03,826,264,15,0,0,279
2014-11-04,24,04,1060,391,10,0,0,401
2014-11-04,24,05,1093,369,17,0,0,386
2014-11-04,24,06,1058,420,12,0,0,432
2014-11-04,24,07,983,334,15,1,0,350
2014-11-04,24,08,314,106,5,0,0,111
2014-11-04,25,01,1225,313,15,0,0,328
2014-11-04,25,02,1382,388,17,0,0,405
2014-11-04,25,03,720,168,4,0,0,172
2014-11-04,25,04,1363,359,11,1,0,371
2014-11-04,25,05,537,112,2,0,0,114
2014-11-04,25,06,27,2,0,0,0,2
2014-11-04,26,01,755,287,12,0,0,299
2014-11-04,26,02,642,195,16,0,0,211
2014-11-04,26,03,1652,561,26,0,1,588
2014-11-04,26,04,1212,368,48,0,0,416
2014-11-04,26,05,1023,348,14,0,0,362
2014-11-04,26,06,957,317,51,0,0,368
2014-11-04,27,01,1175,387,23,0,0,410
2014-11-04,27,02,830,213,10,0,0,223
2014-11-04,27,03,1072,291,12,0,0,303
2014-11-04,27,04,950,202,13,0,0,215
2014-11-04,27,05,676,175,18,0,0,193
2014-11-04,27,06,1202,298,18,2,0,318
2014-11-04,27,07,1095,414,32,0,0,446
2014-11-04,27,08,683,225,16,0,0,241
2014-11-04,28,01,575,252,15,1,0,268
2014-11-04,28,02,493,200,18,0,0,218
2014-11-04,28,04,526,223,14,0,0,237
2014-11-04,28,05,927,330,15,0,0,345
2014-11-04,28,06,794,351,16,1,0,368
2014-11-04,28,07,597,241,10,2,0,253
2014-11-04,28,08,982,368,28,0,0,396
2014-11-04,28,09,443,183,9,0,0,192
2014-11-04,28,10,966,423,33,1,0,457
