date,ward,precinct,registered,polling,absentee,provisional,house,total
2018-08-07,09,06,905,257,13,1,0,271
2018-08-07,09,07,69,2,3,0,0,5
2018-08-07,09,08,391,166,4,0,0,170
2018-08-07,09,09,328,138,6,0,0,144
2018-08-07,10,01,1254,534,28,0,0,562
2018-08-07,10,02,1041,461,12,0,0,473
2018-08-07,10,03,924,360,22,0,0,382
2018-08-07,10,04,1120,501,19,0,0,520
2018-08-07,10,05,1092,415,12,0,0,427
2018-08-07,10,06,191,97,1,0,0,98
2018-08-07,10,07,1045,437,14,1,0,452
2018-08-07,10,09,50,10,1,0,0,11
2018-08-07,10,10,168,74,4,0,0,78
2018-08-07,11,01,773,223,9,0,0,232
2018-08-07,11,02,1099,518,26,0,1,545
2018-08-07,11,03,752,164,9,0,0,173
2018-08-07,11,04,1195,393,22,0,0,415
2018-08-07,11,05,1103,334,43,0,1,378
2018-08-07,11,06,976,333,16,0,0,349
2018-08-07,12,01,719,276,12,0,0,288
2018-08-07,12,02,1556,608,33,0,0,641
2018-08-07,12,03,783,348,16,0,1,365
2018-08-07,12,04,1344,607,21,1,0,629
2018-08-07,12,05,1532,701,32,1,0,734
2018-08-07,12,06,1633,587,43,0,0,630
2018-08-07,12,08,77,26,2,0,0,28
2018-08-07,12,09,47,15,0,0,0,15
2018-08-07,13,01,1574,630,32,0,0,662
2018-08-07,13,02,1477,730,43,0,0,773
2018-08-07,13,03,1140,345,13,0,0,358
2018-08-07,13,04,1270,623,20,0,0,643
2018-08-07,13,06,1201,393,21,0,0,414
2018-08-07,13,07,44,4,1,0,0,5
2018-08-07,14,01,909,443,17,0,0,460
2018-08-07,14,02,813,267,10,0,0,277
2018-08-07,14,03,994,290,25,0,0,315
2018-08-07,14,04,1290,555,20,0,0,575
2018-08-07,14,05,542,156,9,1,0,166
2018-08-07,14,06,998,347,14,1,0,362
2018-08-07,14,07,90,49,2,0,0,51
2018-08-07,14,08,49,18,1,0,0,19
2018-08-07,14,09,346,94,14,0,0,108
2018-08-07,15,01,1178,552,26,2,0,580
2018-08-07,15,02,1431,735,39,0,0,774
2018-08-07,15,03,1615,767,35,0,0,802
2018-08-07,15,04,853,254,5,0,0,259
2018-08-07,15,05,1201,541,13,1,0,555
2018-08-07,15,06,643,197,4,0,0,201
2018-08-07,15,07,4,2,0,0,0,2
2018-08-07,16,01,1064,472,29,0,0,501
2018-08-07,16,02,1189,631,26,0,1,658
2018-08-07,16,03,1167,581,16,0,0,597
2018-08-07,16,04,1228,592,27,0,0,619
2018-08-07,16,05,1187,538,18,0,0,556
2018-08-07,16,06,988,539,33,0,0,572
2018-08-07,16,07,973,487,20,0,0,507
2018-08-07,16,08,470,181,9,0,0,190
2018-08-07,17,01,641,266,11,0,0,277
2018-08-07,17,02,537,175,13,0,0,188
2018-08-07,17,03,57,10,2,0,0,12
2018-08-07,17,04,1038,278,30,0,0,308
2018-08-07,17,05,1873,677,61,0,0,738
2018-08-07,17,06,1414,480,53,0,0,533
2018-08-07,17,07,32,9,0,0,0,9
2018-08-07,17,08,1084,343,37,0,0,380
2018-08-07,18,01,1362,476,52,1,0,529
2018-08-07,18,02,1046,316,15,0,1,332
2018-08-07,18,03,234,56,2,0,0,58
2018-08-07,18,04,918,280,14,0,0,294
2018-08-07,18,05,909,290,56,0,0,346
2018-08-07,18,06,961,249,26,0,1,276
2018-08-07,19,01,1115,394,24,0,0,418
2018-08-07,19,02,64,12,3,0,0,15
2018-08-07,19,03,314,93,6,2,0,101
2018-08-07,19,04,665,264,12,1,0,277
2018-08-07,19,05,984,90,20,0,0,110
2018-08-07,19,06,823,267,24,0,0,291
2018-08-07,19,07,199,57,3,0,0,60
2018-08-07,19,08,594,168,18,0,0,186
2018-08-07,19,09,511,101,20,0,0,121
2018-08-07,20,01,935,217,5,1,0,223
2018-08-07,20,02,529,146,6,1,0,153
2018-08-07,20,03,1179,306,15,0,0,321
2018-08-07,20,04,620,177,5,0,0,182
2018-08-07,20,05,1119,308,15,0,0,323
2018-08-07,20,06,189,43,3,0,0,46
2018-08-07,20,07,338,82,8,0,0,90
2018-08-07,21,01,571,137,6,0,0,143
2018-08-07,21,02,837,262,20,0,0,282
2018-08-07,21,03,804,198,11,0,0,209
2018-08-07,21,04,914,255,28,0,0,283
2018-08-07,21,05,760,208,12,0,0,220
2018-08-07,21,06,815,272,23,0,0,295
2018-08-07,21,07,538,151,14,1,0,166
2018-08-07,21,08,703,189,17,0,0,206
2018-08-07,21,09,782,241,21,0,0,262
2018-08-07,22,01,445,103,1,1,0,105
2018-08-07,22,02,965,233,17,0,0,250
2018-08-07,22,03,1141,295,18,1,0,314
2018-08-07,22,04,766,239,24,1,0,264
2018-08-07,22,05,695,174,17,0,0,191
2018-08-07,22,06,1119,286,27,0,0,313
2018-08-07,22,07,430,109,3,0,0,112
2018-08-07,22,08,159,31,1,0,0,32
2018-08-07,23,01,1440,668,22,0,0,690
2018-08-07,23,02,1102,501,36,0,0,537
2018-08-07,23,03,760,351,18,1,0,370
2018-08-07,23,04,1109,513,17,0,0,530
2018-08-07,23,05,867,459,11,0,0,470
2018-08-07,23,06,855,401,13,0,0,414
2018-08-07,23,07,912,409,25,0,0,434
2018-08-07,23,08,874,408,18,0,0,426
2018-08-07,23,09,278,121,8,0,0,129
2018-08-07,24,01,1035,463,24,0,0,487
2018-08-07,24,02,714,345,19,0,0,364
2018-08-07,24,03,849,340,8,0,0,348
2018-08-07,24,04,1081,463,19,0,0,482
2018-08-07,24,05,1105,494,21,4,0,519
2018-08-07,24,06,1169,506,18,1,0,525
2018-08-07,24,07,989,391,16,0,0,407
2018-08-07,24,08,348,154,8,0,0,162
2018-08-07,25,01,1219,333,22,0,0,355
2018-08-07,25,02,1341,391,16,0,0,407
2018-08-07,25,03,722,166,6,0,0,172
2018-08-07,25,04,1379,397,15,0,0,412
2018-08-07,25,05,504,145,4,0,0,149
2018-08-07,25,06,17,6,1,0,0,7
2018-08-07,26,01,739,286,11,5,0,302
2018-08-07,26,02,632,179,20,0,0,199
2018-08-07,26,03,1760,609,54,1,0,664
2018-08-07,26,04,1268,392,52,0,0,444
2018-08-07,26,05,1036,314,10,0,0,324
2018-08-07,26,06,1076,310,48,0,0,358
2018-08-07,27,01,1052,326,28,2,0,356
2018-08-07,27,02,786,185,5,1,0,191
2018-08-07,27,03,1013,237,11,0,0,248
2018-08-07,27,04,819,170,8,0,0,178
2018-08-07,27,05,658,146,13,0,0,159
2018-08-07,27,06,1092,256,18,2,0,276
2018-08-07,27,07,1052,393,31,2,0,426
2018-08-07,27,08,652,215,21,0,0,236
2018-08-07,28,01,700,297,24,0,0,321
2018-08-07,28,02,458,226,24,0,0,250
2018-08-07,28,04,515,235,34,0,0,269
2018-08-07,28,05,1012,303,30,0,0,333
2018-08-07,28,06,823,359,28,0,0,387
2018-08-07,28,07,613,256,15,0,0,271
2018-08-07,28,08,1033,377,30,2,0,409
2018-08-07,28,09,507,237,11,0,0,248
2018-08-07,28,10,1016,419,52,0,0,471
