date,ward,precinct,registered,polling,absentee,provisional,house,total
2012-11-06,13,02,1471,1056,75,0,0,1131
2012-11-06,13,03,1154,774,42,4,0,820
2012-11-06,13,04,1237,906,50,0,1,957
2012-11-06,13,06,1145,685,48,0,0,733
2012-11-06,13,07,69,79,5,0,0,84
2012-11-06,14,01,910,665,37,0,0,702
2012-11-06,14,02,818,541,28,0,0,569
2012-11-06,14,03,978,599,52,0,0,651
2012-11-06,14,04,1232,913,53,1,0,967
2012-11-06,14,05,558,383,20,0,0,403
2012-11-06,14,06,1061,702,30,1,0,733
2012-11-06,14,07,99,68,5,0,0,73
2012-11-06,14,08,57,32,1,0,0,33
2012-11-06,14,09,380,237,26,0,0,263
2012-11-06,15,01,1181,852,77,0,1,930
2012-11-06,15,02,1402,1026,89,1,0,1116
2012-11-06,15,03,1660,1198,89,2,0,1289
2012-11-06,15,04,868,529,27,0,0,556
2012-11-06,15,05,1222,650,54,1,0,705
2012-11-06,15,06,710,610,20,0,0,630
2012-11-06,15,07,6,19,1,0,0,20
2012-11-06,16,01,1069,794,72,1,0,867
2012-11-06,16,02,1162,858,104,0,0,962
2012-11-06,16,03,1149,906,60,2,0,968
2012-11-06,16,04,1181,895,82,0,0,977
2012-11-06,16,05,1172,902,64,0,0,966
2012-11-06,16,06,970,748,83,0,0,831
2012-11-06,16,07,989,724,77,0,1,802
2012-11-06,16,08,462,323,29,1,0,353
2012-11-06,17,01,576,424,33,0,0,457
2012-11-06,17,02,515,334,41,0,0,375
2012-11-06,17,03,89,64,7,0,0,71
2012-11-06,17,04,1257,783,160,0,0,943
2012-11-06,17,05,1889,1253,275,1,1,1530
2012-11-06,17,06,1186,820,108,0,0,928
2012-11-06,17,07,36,27,1,0,0,28
2012-11-06,17,08,1043,656,140,0,1,797
2012-11-06,18,01,1427,897,215,0,1,1113
2012-11-06,18,02,850,537,89,0,1,627
2012-11-06,18,03,229,144,22,0,0,166
2012-11-06,18,04,1151,702,83,7,0,792
2012-11-06,18,05,974,575,150,1,1,727
2012-11-06,18,06,1076,659,93,0,0,752
2012-11-06,19,01,1077,765,90,0,0,855
2012-11-06,19,02,56,42,3,0,0,45
2012-11-06,19,03,310,230,13,0,0,243
2012-11-06,19,04,716,513,51,0,1,565
2012-11-06,19,05,2661,1239,70,4,0,1313
2012-11-06,19,06,863,585,86,0,0,671
2012-11-06,19,07,182,104,23,0,0,127
2012-11-06,19,08,731,474,70,0,0,544
2012-11-06,19,09,612,388,42,2,2,434
2012-11-06,20,01,1173,714,41,2,0,757
2012-11-06,20,02,625,411,27,6,0,444
2012-11-06,20,03,1283,840,42,1,0,883
2012-11-06,20,04,750,453,36,0,0,489
2012-11-06,20,05,1217,824,43,0,2,869
2012-11-06,20,06,265,201,9,0,0,210
2012-11-06,20,07,357,201,27,0,0,228
2012-11-06,21,01,692,403,66,0,0,469
2012-11-06,21,02,959,651,79,0,0,730
2012-11-06,21,03,987,560,90,0,0,650
2012-11-06,21,04,1063,698,113,0,0,811
2012-11-06,21,05,806,543,68,0,0,611
2012-11-06,21,06,926,642,71,0,0,713
2012-11-06,21,07,605,385,38,1,1,425
2012-11-06,21,08,795,518,64,0,0,582
2012-11-06,21,09,970,623,67,1,0,691
2012-11-06,22,01,579,344,26,0,0,370
2012-11-06,22,02,1215,806,86,0,0,892
2012-11-06,22,03,1237,788,123,1,0,912
2012-11-06,22,04,952,590,75,0,0,665
2012-11-06,22,05,787,536,53,0,0,589
2012-11-06,22,06,1215,793,77,17,0,887
2012-11-06,22,07,609,302,31,0,0,333
2012-11-06,22,08,198,121,21,0,0,142
2012-11-06,23,01,1485,1090,52,1,0,1143
2012-11-06,23,02,1169,818,74,1,0,893
2012-11-06,23,03,749,566,39,0,0,605
2012-11-06,23,04,1126,841,57,2,0,900
2012-11-06,23,05,883,657,56,0,1,714
2012-11-06,23,06,886,670,45,2,0,717
2012-11-06,23,07,875,627,61,8,0,696
2012-11-06,23,08,888,670,42,0,0,712
2012-11-06,23,09,284,220,21,0,0,241
2012-11-06,24,01,1049,742,59,0,0,801
2012-11-06,24,02,767,570,34,1,0,605
2012-11-06,24,03,861,557,44,0,1,602
2012-11-06,24,04,1124,771,49,1,1,822
2012-11-06,24,05,1104,799,36,3,0,838
2012-11-06,24,06,1168,869,42,4,0,915
2012-11-06,24,07,1041,760,43,1,0,804
2012-11-06,24,08,337,259,14,0,0,273
2012-11-06,25,01,1410,855,69,0,0,924
2012-11-06,25,02,1415,903,62,0,0,965
2012-11-06,25,03,757,455,23,0,0,478
2012-11-06,25,04,1481,1012,57,3,0,1072
2012-11-06,25,05,617,360,27,0,0,387
2012-11-06,25,06,26,13,5,0,0,18
2012-11-06,26,01,851,589,49,0,0,638
2012-11-06,26,02,772,541,57,0,0,598
2012-11-06,26,03,1925,1305,175,1,0,1481
2012-11-06,26,04,1304,770,188,0,0,958
2012-11-06,26,05,1126,749,66,0,0,815
2012-11-06,26,06,1097,692,144,0,0,836
2012-11-06,27,01,1263,891,92,0,0,983
2012-11-06,27,02,868,607,44,1,0,652
2012-11-06,27,03,1196,810,64,0,0,874
2012-11-06,27,04,1026,639,38,0,0,677
2012-11-06,27,05,711,512,47,0,0,559
2012-11-06,27,06,1265,771,100,0,0,871
2012-11-06,27,07,1185,785,132,1,0,918
2012-11-06,27,08,724,462,61,1,0,524
2012-11-06,28,01,677,501,69,3,1,574
2012-11-06,28,02,495,328,62,0,0,390
2012-11-06,28,04,572,396,94,0,0,490
2012-11-06,28,05,1143,768,95,0,0,863
2012-11-06,28,06,827,610,70,0,0,680
2012-11-06,28,07,671,493,54,0,0,547
2012-11-06,28,08,1137,729,129,0,0,858
2012-11-06,28,09,507,364,68,0,0,432
2012-11-06,28,10,1090,746,148,1,1,896
