date,ward,precinct,race,type,candidate,votes
2018-11-06,02,06,US SENATOR,Polling,JOSH HAWLEY,0
2018-11-06,02,06,Y,Polling,CLAIRE McCASKILL,1
2018-11-06,02,06,US SENATOR,Polling,JAPHETH CAMPBELL,0
2018-11-06,02,06,US SENATOR,ABSENTEE,JOSH HAWLEY,0
2018-11-06,02,06,Y,ABSENTEE,CLAIRE McCASKILL,0
2018-11-06,02,06,US SENATOR,ABSENTEE,JAPHETH CAMPBELL,0
2018-11-06,02,06,US SENATOR,PROVISIONAL,JOSH HAWLEY,0
2018-11-06,02,06,Y,PROVISIONAL,CLAIRE McCASKILL,0
2018-11-06,02,06,US SENATOR,PROVISIONAL,JAPHETH CAMPBELL,0
2018-11-06,02,06,US SENATOR,HOUSE VOTES,JOSH HAWLEY,0
2018-11-06,02,06,Y,HOUSE VOTES,CLAIRE McCASKILL,0
2018-11-06,02,06,US SENATOR,HOUSE VOTES,JAPHETH CAMPBELL,0
2018-11-06,02,06,US SENATOR,Total,JOSH HAWLEY,0
2018-11-06,02,06,Y,Total,CLAIRE McCASKILL,1
2018-11-06,02,06,US SENATOR,Total,JAPHETH CAMPBELL,0
2018-11-06,02,07,US SENATOR,Polling,JOSH HAWLEY,11
2018-11-06,02,07,Y,Polling,CLAIRE McCASKILL,513
2018-11-06,02,07,US SENATOR,Polling,JAPHETH CAMPBELL,1
2018-11-06,02,07,US SENATOR,ABSENTEE,JOSH HAWLEY,5
2018-11-06,02,07,Y,ABSENTEE,CLAIRE McCASKILL,60
2018-11-06,02,07,US SENATOR,ABSENTEE,JAPHETH CAMPBELL,0
2018-11-06,02,07,US SENATOR,PROVISIONAL,JOSH HAWLEY,0
2018-11-06,02,07,Y,PROVISIONAL,CLAIRE McCASKILL,3
2018-11-06,02,07,US SENATOR,PROVISIONAL,JAPHETH CAMPBELL,0
2018-11-06,02,07,US SENATOR,HOUSE VOTES,JOSH HAWLEY,0
2018-11-06,02,07,Y,HOUSE VOTES,CLAIRE McCASKILL,0
2018-11-06,02,07,US SENATOR,HOUSE VOTES,JAPHETH CAMPBELL,0
2018-11-06,02,07,US SENATOR,Total,JOSH HAWLEY,16
2018-11-06,02,07,Y,Total,CLAIRE McCASKILL,576
2018-11-06,02,07,US SENATOR,Total,JAPHETH CAMPBELL,1
2018-11-06,02,08,US SENATOR,Polling,JOSH HAWLEY,9
2018-11-06,02,08,Y,Polling,CLAIRE McCASKILL,565
2018-11-06,02,08,US SENATOR,Polling,JAPHETH CAMPBELL,1
2018-11-06,02,08,US SENATOR,ABSENTEE,JOSH HAWLEY,3
2018-11-06,02,08,Y,ABSENTEE,CLAIRE McCASKILL,24
2018-11-06,02,08,US SENATOR,ABSENTEE,JAPHETH CAMPBELL,0
2018-11-06,02,08,US SENATOR,PROVISIONAL,JOSH HAWLEY,0
2018-11-06,02,08,Y,PROVISIONAL,CLAIRE McCASKILL,0
2018-11-06,02,08,US SENATOR,PROVISIONAL,JAPHETH CAMPBELL,0
2018-11-06,02,08,US SENATOR,HOUSE VOTES,JOSH HAWLEY,0
2018-11-06,02,08,Y,HOUSE VOTES,CLAIRE McCASKILL,0
2018-11-06,02,08,US SENATOR,HOUSE VOTES,JAPHETH CAMPBELL,0
2018-11-06,02,08,US SENATOR,Total,JOSH HAWLEY,12
2018-11-06,02,08,Y,Total,CLAIRE McCASKILL,589
2018-11-06,02,08,US SENATOR,Total,JAPHETH CAMPBELL,1
2018-11-06,03,01,US SENATOR,Polling,JOSH HAWLEY,2
2018-11-06,03,01,Y,Polling,CLAIRE McCASKILL,189
2018-11-06,03,01,US SENATOR,Polling,JAPHETH CAMPBELL,0
2018-11-06,03,01,US SENATOR,ABSENTEE,JOSH HAWLEY,0
2018-11-06,03,01,Y,ABSENTEE,CLAIRE McCASKILL,7
2018-11-06,03,01,US SENATOR,ABSENTEE,JAPHETH CAMPBELL,0
2018-11-06,03,01,US SENATOR,PROVISIONAL,JOSH HAWLEY,0
2018-11-06,03,01,Y,PROVISIONAL,CLAIRE McCASKILL,0
2018-11-06,03,01,US SENATOR,PROVISIONAL,JAPHETH CAMPBELL,0
2018-11-06,03,01,US SENATOR,HOUSE VOTES,JOSH HAWLEY,0
2018-11-06,03,01,Y,HOUSE VOTES,CLAIRE McCASKILL,0
2018-11-06,03,01,US SENATOR,HOUSE VOTES,JAPHETH CAMPBELL,0
2018-11-06,03,01,US SENATOR,Total,JOSH HAWLEY,2
2018-11-06,03,01,Y,Total,CLAIRE McCASKILL,196
2018-11-06,03,01,US SENATOR,Total,JAPHETH CAMPBELL,0
2018-11-06,03,02,US SENATOR,Polling,JOSH HAWLEY,6
2018-11-06,03,02,Y,Polling,CLAIRE McCASKILL,396
2018-11-06,03,02,US SENATOR,Polling,JAPHETH CAMPBELL,1
2018-11-06,03,02,US SENATOR,ABSENTEE,JOSH HAWLEY,1
2018-11-06,03,02,Y,ABSENTEE,CLAIRE McCASKILL,27
2018-11-06,03,02,US SENATOR,ABSENTEE,JAPHETH CAMPBELL,0
2018-11-06,03,02,US SENATOR,PROVISIONAL,JOSH HAWLEY,0
2018-11-06,03,02,Y,PROVISIONAL,CLAIRE McCASKILL,0
2018-11-06,03,02,US SENATOR,PROVISIONAL,JAPHETH CAMPBELL,0
2018-11-06,03,02,US SENATOR,HOUSE VOTES,JOSH HAWLEY,0
2018-11-06,03,02,Y,HOUSE VOTES,CLAIRE McCASKILL,0
2018-11-06,03,02,US SENATOR,HOUSE VOTES,JAPHETH CAMPBELL,0
2018-11-06,03,02,US SENATOR,Total,JOSH HAWLEY,7
2018-11-06,03,02,Y,Total,CLAIRE McCASKILL,423
2018-11-06,03,02,US SENATOR,Total,JAPHETH CAMPBELL,1
2018-11-06,03,03,US SENATOR,Polling,JOSH HAWLEY,5
2018-11-06,03,03,Y,Polling,CLAIRE McCASKILL,199
2018-11-06,03,03,US SENATOR,Polling,JAPHETH CAMPBELL,0
2018-11-06,03,03,US SENATOR,ABSENTEE,JOSH HAWLEY,2
2018-11-06,03,03,Y,ABSENTEE,CLAIRE McCASKILL,33
2018-11-06,03,03,US SENATOR,ABSENTEE,JAPHETH CAMPBELL,0
2018-11-06,03,03,US SENATOR,PROVISIONAL,JOSH HAWLEY,0
2018-11-06,03,03,Y,PROVISIONAL,CLAIRE McCASKILL,0
2018-11-06,03,03,US SENATOR,PROVISIONAL,JAPHETH CAMPBELL,0
2018-11-06,03,03,US SENATOR,HOUSE VOTES,JOSH HAWLEY,0
2018-11-06,03,03,Y,HOUSE VOTES,CLAIRE McCASKILL,0
2018-11-06,03,03,US SENATOR,HOUSE VOTES,JAPHETH CAMPBELL,0
2018-11-06,03,03,US SENATOR,Total,JOSH HAWLEY,7
2018-11-06,03,03,Y,Total,CLAIRE McCASKILL,232
2018-11-06,03,03,US SENATOR,Total,JAPHETH CAMPBELL,0
2018-11-06,03,04,US SENATOR,Polling,JOSH HAWLEY,14
2018-11-06,03,04,Y,Polling,CLAIRE McCASKILL,366
2018-11-06,03,04,US SENATOR,Polling,JAPHETH CAMPBELL,0
2018-11-06,03,04,US SENATOR,ABSENTEE,JOSH HAWLEY,2
2018-11-06,03,04,Y,ABSENTEE,CLAIRE McCASKILL,16
2018-11-06,03,04,US SENATOR,ABSENTEE,JAPHETH CAMPBELL,0
2018-11-06,03,04,US SENATOR,PROVISIONAL,JOSH HAWLEY,0
2018-11-06,03,04,Y,PROVISIONAL,CLAIRE McCASKILL,0
2018-11-06,03,04,US SENATOR,PROVISIONAL,JAPHETH CAMPBELL,0
2018-11-06,03,04,US SENATOR,HOUSE VOTES,JOSH HAWLEY,0
2018-11-06,03,04,Y,HOUSE VOTES,CLAIRE McCASKILL,0
2018-11-06,03,04,US SENATOR,HOUSE VOTES,JAPHETH CAMPBELL,0
2018-11-06,03,04,US SENATOR,Total,JOSH HAWLEY,16
2018-11-06,03,04,Y,Total,CLAIRE McCASKILL,382
2018-11-06,03,04,US SENATOR,Total,JAPHETH CAMPBELL,0
2018-11-06,03,05,US SENATOR,Polling,JOSH HAWLEY,3
2018-11-06,03,05,Y,Polling,CLAIRE McCASKILL,228
2018-11-06,03,05,US SENATOR,Polling,JAPHETH CAMPBELL,0
2018-11-06,03,05,US SENATOR,ABSENTEE,JOSH HAWLEY,0
2018-11-06,03,05,Y,ABSENTEE,CLAIRE McCASKILL,8
2018-11-06,03,05,US SENATOR,ABSENTEE,JAPHETH CAMPBELL,0
2018-11-06,03,05,US SENATOR,PROVISIONAL,JOSH HAWLEY,0
2018-11-06,03,05,Y,PROVISIONAL,CLAIRE McCASKILL,0
2018-11-06,03,05,US SENATOR,PROVISIONAL,JAPHETH CAMPBELL,0
2018-11-06,03,05,US SENATOR,HOUSE VOTES,JOSH HAWLEY,0
2018-11-06,03,05,Y,HOUSE VOTES,CLAIRE McCASKILL,0
2018-11-06,03,05,US SENATOR,HOUSE VOTES,JAPHETH CAMPBELL,0
2018-11-06,03,05,US SENATOR,Total,JOSH HAWLEY,3
2018-11-06,03,05,Y,Total,CLAIRE McCASKILL,236
2018-11-06,03,05,US SENATOR,Total,JAPHETH CAMPBELL,0
2018-11-06,03,06,US SENATOR,Polling,JOSH HAWLEY,7
2018-11-06,03,06,Y,Polling,CLAIRE McCASKILL,279
2018-11-06,03,06,US SENATOR,Polling,JAPHETH CAMPBELL,2
2018-11-06,03,06,US SENATOR,ABSENTEE,JOSH HAWLEY,0
2018-11-06,03,06,Y,ABSENTEE,CLAIRE McCASKILL,31
2018-11-06,03,06,US SENATOR,ABSENTEE,JAPHETH CAMPBELL,1
2018-11-06,03,06,US SENATOR,PROVISIONAL,JOSH HAWLEY,0
2018-11-06,03,06,Y,PROVISIONAL,CLAIRE McCASKILL,0
2018-11-06,03,06,US SENATOR,PROVISIONAL,JAPHETH CAMPBELL,0
2018-11-06,03,06,US SENATOR,HOUSE VOTES,JOSH HAWLEY,0
2018-11-06,03,06,Y,HOUSE VOTES,CLAIRE McCASKILL,0
2018-11-06,03,06,US SENATOR,HOUSE VOTES,JAPHETH CAMPBELL,0
2018-11-06,03,06,US SENATOR,Total,JOSH HAWLEY,7
2018-11-06,03,06,Y,Total,CLAIRE McCASKILL,310
2018-11-06,03,06,US SENATOR,Total,JAPHETH CAMPBELL,3
2018-11-06,03,07,US SENATOR,Polling,JOSH HAWLEY,14
2018-11-06,03,07,Y,Polling,CLAIRE McCASKILL,390
2018-11-06,03,07,US SENATOR,Polling,JAPHETH CAMPBELL,1
2018-11-06,03,07,US SENATOR,ABSENTEE,JOSH HAWLEY,0
2018-11-06,03,07,Y,ABSENTEE,CLAIRE McCASKILL,19
2018-11-06,03,07,US SENATOR,ABSENTEE,JAPHETH CAMPBELL,0
2018-11-06,03,07,US SENATOR,PROVISIONAL,JOSH HAWLEY,0
2018-11-06,03,07,Y,PROVISIONAL,CLAIRE McCASKILL,0
2018-11-06,03,07,US SENATOR,PROVISIONAL,JAPHETH CAMPBELL,0
2018-11-06,03,07,US SENATOR,HOUSE VOTES,JOSH HAWLEY,0
2018-11-06,03,07,Y,HOUSE VOTES,CLAIRE McCASKILL,0
2018-11-06,03,07,US SENATOR,HOUSE VOTES,JAPHETH CAMPBELL,0
2018-11-06,03,07,US SENATOR,Total,JOSH HAWLEY,14
2018-11-06,03,07,Y,Total,CLAIRE McCASKILL,409
2018-11-06,03,07,US SENATOR,Total,JAPHETH CAMPBELL,1
2018-11-06,03,08,US SENATOR,Polling,JOSH HAWLEY,3
2018-11-06,03,08,Y,Polling,CLAIRE McCASKILL,187
2018-11-06,03,08,US SENATOR,Polling,JAPHETH CAMPBELL,1
2018-11-06,03,08,US SENATOR,ABSENTEE,JOSH HAWLEY,1
2018-11-06,03,08,Y,ABSENTEE,CLAIRE McCASKILL,17
2018-11-06,03,08,US SENATOR,ABSENTEE,JAPHETH CAMPBELL,0
2018-11-06,03,08,US SENATOR,PROVISIONAL,JOSH HAWLEY,0
2018-11-06,03,08,Y,PROVISIONAL,CLAIRE McCASKILL,0
2018-11-06,03,08,US SENATOR,PROVISIONAL,JAPHETH CAMPBELL,0
2018-11-06,03,08,US SENATOR,HOUSE VOTES,JOSH HAWLEY,0
2018-11-06,03,08,Y,HOUSE VOTES,CLAIRE McCASKILL,0
2018-11-06,03,08,US SENATOR,HOUSE VOTES,JAPHETH CAMPBELL,0
2018-11-06,03,08,US SENATOR,Total,JOSH HAWLEY,4
2018-11-06,03,08,Y,Total,CLAIRE McCASKILL,204
2018-11-06,03,08,US SENATOR,Total,JAPHETH CAMPBELL,1
2018-11-06,03,09,US SENATOR,Polling,JOSH HAWLEY,30
2018-11-06,03,09,Y,Polling,CLAIRE McCASKILL,161
2018-11-06,03,09,US SENATOR,Polling,JAPHETH CAMPBELL,10
2018-11-06,03,09,US SENATOR,ABSENTEE,JOSH HAWLEY,2
2018-11-06,03,09,Y,ABSENTEE,CLAIRE McCASKILL,11
2018-11-06,03,09,US SENATOR,ABSENTEE,JAPHETH CAMPBELL,0
2018-11-06,03,09,US SENATOR,PROVISIONAL,JOSH HAWLEY,0
2018-11-06,03,09,Y,PROVISIONAL,CLAIRE McCASKILL,0
2018-11-06,03,09,US SENATOR,PROVISIONAL,JAPHETH CAMPBELL,0
2018-11-06,03,09,US SENATOR,HOUSE VOTES,JOSH HAWLEY,0
2018-11-06,03,09,Y,HOUSE VOTES,CLAIRE McCASKILL,0
2018-11-06,03,09,US SENATOR,HOUSE VOTES,JAPHETH CAMPBELL,0
2018-11-06,03,09,US SENATOR,Total,JOSH HAWLEY,32
2018-11-06,03,09,Y,Total,CLAIRE McCASKILL,172
2018-11-06,03,09,US SENATOR,Total,JAPHETH CAMPBELL,10
2018-11-06,04,01,US SENATOR,Polling,JOSH HAWLEY,7
2018-11-06,04,01,Y,Polling,CLAIRE McCASKILL,259
2018-11-06,04,01,US SENATOR,Polling,JAPHETH CAMPBELL,1
2018-11-06,04,01,US SENATOR,ABSENTEE,JOSH HAWLEY,1
2018-11-06,04,01,Y,ABSENTEE,CLAIRE McCASKILL,56
2018-11-06,04,01,US SENATOR,ABSENTEE,JAPHETH CAMPBELL,0
