date,ward,precinct,race,type,candidate,votes
2017-03-07,01,04,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,01,04,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,01,04,MAYOR - REP,Total,ANDREW JONES,0
2017-03-07,01,05,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,01,05,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,01,05,MAYOR - REP,Polling,ANDREW JONES,1
2017-03-07,01,05,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,01,05,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,01,05,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,01,05,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,01,05,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,01,05,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,01,05,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,01,05,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,01,05,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,01,05,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,01,05,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,01,05,MAYOR - REP,Total,ANDREW JONES,1
2017-03-07,01,06,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,01,06,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,01,06,MAYOR - REP,Polling,ANDREW JONES,1
2017-03-07,01,06,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,1
2017-03-07,01,06,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,01,06,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,01,06,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,01,06,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,01,06,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,01,06,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,01,06,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,01,06,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,01,06,MAYOR - REP,Total,ANDY KARANDZIEFF,1
2017-03-07,01,06,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,01,06,MAYOR - REP,Total,ANDREW JONES,1
2017-03-07,01,07,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,01,07,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,01,07,MAYOR - REP,Polling,ANDREW JONES,1
2017-03-07,01,07,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,01,07,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,01,07,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,01,07,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,01,07,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,01,07,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,01,07,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,01,07,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,01,07,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,01,07,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,01,07,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,01,07,MAYOR - REP,Total,ANDREW JONES,1
2017-03-07,02,01,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,02,01,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,02,01,MAYOR - REP,Polling,ANDREW JONES,0
2017-03-07,02,01,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,02,01,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,02,01,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,02,01,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,02,01,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,02,01,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,02,01,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,02,01,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,02,01,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,02,01,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,02,01,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,02,01,MAYOR - REP,Total,ANDREW JONES,0
2017-03-07,02,02,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,02,02,MAYOR - REP,Polling,JIM OSHER,1
2017-03-07,02,02,MAYOR - REP,Polling,ANDREW JONES,0
2017-03-07,02,02,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,1
2017-03-07,02,02,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,02,02,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,02,02,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,02,02,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,02,02,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,02,02,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,02,02,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,02,02,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,02,02,MAYOR - REP,Total,ANDY KARANDZIEFF,1
2017-03-07,02,02,MAYOR - REP,Total,JIM OSHER,1
2017-03-07,02,02,MAYOR - REP,Total,ANDREW JONES,0
2017-03-07,02,03,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,02,03,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,02,03,MAYOR - REP,Polling,ANDREW JONES,0
2017-03-07,02,03,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,1
2017-03-07,02,03,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,02,03,MAYOR - REP,ABSENTEE,ANDREW JONES,1
2017-03-07,02,03,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,02,03,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,02,03,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,02,03,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,02,03,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,02,03,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,02,03,MAYOR - REP,Total,ANDY KARANDZIEFF,1
2017-03-07,02,03,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,02,03,MAYOR - REP,Total,ANDREW JONES,1
2017-03-07,02,04,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,02,04,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,02,04,MAYOR - REP,Polling,ANDREW JONES,1
2017-03-07,02,04,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,02,04,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,02,04,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,02,04,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,02,04,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,02,04,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,02,04,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,02,04,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,02,04,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,02,04,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,02,04,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,02,04,MAYOR - REP,Total,ANDREW JONES,1
2017-03-07,02,05,MAYOR - REP,Polling,ANDY KARANDZIEFF,1
2017-03-07,02,05,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,02,05,MAYOR - REP,Polling,ANDREW JONES,0
2017-03-07,02,05,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,02,05,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,02,05,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,02,05,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,02,05,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,02,05,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,02,05,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,02,05,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,02,05,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,02,05,MAYOR - REP,Total,ANDY KARANDZIEFF,1
2017-03-07,02,05,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,02,05,MAYOR - REP,Total,ANDREW JONES,0
2017-03-07,02,06,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,02,06,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,02,06,MAYOR - REP,Polling,ANDREW JONES,0
2017-03-07,02,06,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,02,06,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,02,06,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,02,06,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,02,06,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,02,06,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,02,06,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,02,06,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,02,06,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,02,06,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,02,06,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,02,06,MAYOR - REP,Total,ANDREW JONES,0
2017-03-07,02,07,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,02,07,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,02,07,MAYOR - REP,Polling,ANDREW JONES,2
2017-03-07,02,07,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,1
2017-03-07,02,07,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,02,07,MAYOR - REP,ABSENTEE,ANDREW JONES,2
2017-03-07,02,07,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,02,07,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,02,07,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,02,07,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,02,07,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,02,07,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,02,07,MAYOR - REP,Total,ANDY KARANDZIEFF,1
2017-03-07,02,07,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,02,07,MAYOR - REP,Total,ANDREW JONES,4
2017-03-07,02,08,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,02,08,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,02,08,MAYOR - REP,Polling,ANDREW JONES,0
2017-03-07,02,08,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,02,08,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,02,08,MAYOR - REP,ABSENTEE,ANDREW JONES,1
2017-03-07,02,08,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,02,08,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,02,08,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,02,08,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,02,08,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,02,08,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,02,08,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,02,08,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,02,08,MAYOR - REP,Total,ANDREW JONES,1
2017-03-07,03,01,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,03,01,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,03,01,MAYOR - REP,Polling,ANDREW JONES,0
2017-03-07,03,01,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,03,01,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,03,01,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,03,01,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,03,01,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,03,01,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,03,01,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,03,01,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,03,01,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,03,01,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,03,01,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,03,01,MAYOR - REP,Total,ANDREW JONES,0
2017-03-07,03,02,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,03,02,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,03,02,MAYOR - REP,Polling,ANDREW JONES,0
2017-03-07,03,02,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,03,02,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,03,02,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,03,02,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,03,02,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,03,02,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,03,02,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,03,02,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,03,02,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,03,02,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,03,02,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,03,02,MAYOR - REP,Total,ANDREW JONES,0
2017-03-07,03,03,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,03,03,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,03,03,MAYOR - REP,Polling,ANDREW JONES,0
2017-03-07,03,03,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,03,03,MAYOR - REP,ABSENTEE,JIM OSHER,1
2017-03-07,03,03,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,03,03,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,03,03,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,03,03,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,03,03,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,03,03,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,03,03,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,03,03,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,03,03,MAYOR - REP,Total,JIM OSHER,1
2017-03-07,03,03,MAYOR - REP,Total,ANDREW JONES,0
2017-03-07,03,04,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,03,04,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,03,04,MAYOR - REP,Polling,ANDREW JONES,0
2017-03-07,03,04,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,03,04,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,03,04,MAYOR - REP,ABSENTEE,ANDREW JONES,1
2017-03-07,03,04,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,03,04,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,03,04,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,03,04,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,03,04,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,03,04,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,03,04,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,03,04,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,03,04,MAYOR - REP,Total,ANDREW JONES,1
2017-03-07,03,05,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,03,05,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,03,05,MAYOR - REP,Polling,ANDREW JONES,1
2017-03-07,03,05,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,03,05,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,03,05,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,03,05,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,03,05,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,03,05,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,03,05,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,03,05,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,03,05,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,03,05,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,03,05,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,03,05,MAYOR - REP,Total,ANDREW JONES,1
2017-03-07,03,06,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,03,06,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,03,06,MAYOR - REP,Polling,ANDREW JONES,0
2017-03-07,03,06,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,03,06,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,03,06,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,03,06,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,03,06,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,03,06,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,03,06,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,03,06,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,03,06,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,03,06,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,03,06,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,03,06,MAYOR - REP,Total,ANDREW JONES,0
2017-03-07,03,07,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,03,07,MAYOR - REP,Polling,JIM OSHER,0
2017-03-07,03,07,MAYOR - REP,Polling,ANDREW JONES,2
2017-03-07,03,07,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,03,07,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,03,07,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,03,07,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,03,07,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,03,07,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,03,07,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,03,07,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,03,07,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,03,07,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,03,07,MAYOR - REP,Total,JIM OSHER,0
2017-03-07,03,07,MAYOR - REP,Total,ANDREW JONES,2
2017-03-07,03,08,MAYOR - REP,Polling,ANDY KARANDZIEFF,0
2017-03-07,03,08,MAYOR - REP,Polling,JIM OSHER,1
2017-03-07,03,08,MAYOR - REP,Polling,ANDREW JONES,1
2017-03-07,03,08,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,0
2017-03-07,03,08,MAYOR - REP,ABSENTEE,JIM OSHER,0
2017-03-07,03,08,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,03,08,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,03,08,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,03,08,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,03,08,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,03,08,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
2017-03-07,03,08,MAYOR - REP,HOUSE VOTES,ANDREW JONES,0
2017-03-07,03,08,MAYOR - REP,Total,ANDY KARANDZIEFF,0
2017-03-07,03,08,MAYOR - REP,Total,JIM OSHER,1
2017-03-07,03,08,MAYOR - REP,Total,ANDREW JONES,1
2017-03-07,03,09,MAYOR - REP,Polling,ANDY KARANDZIEFF,7
2017-03-07,03,09,MAYOR - REP,Polling,JIM OSHER,2
2017-03-07,03,09,MAYOR - REP,Polling,ANDREW JONES,0
2017-03-07,03,09,MAYOR - REP,ABSENTEE,ANDY KARANDZIEFF,3
2017-03-07,03,09,MAYOR - REP,ABSENTEE,JIM OSHER,4
2017-03-07,03,09,MAYOR - REP,ABSENTEE,ANDREW JONES,0
2017-03-07,03,09,MAYOR - REP,PROVISIONAL,ANDY KARANDZIEFF,0
2017-03-07,03,09,MAYOR - REP,PROVISIONAL,JIM OSHER,0
2017-03-07,03,09,MAYOR - REP,PROVISIONAL,ANDREW JONES,0
2017-03-07,03,09,MAYOR - REP,HOUSE VOTES,ANDY KARANDZIEFF,0
2017-03-07,03,09,MAYOR - REP,HOUSE VOTES,JIM OSHER,0
